Biotype	DensityShuf	DensityWt	GC	LocID	Location	NbLocation	NbRepro	NbTrpG4Shuf	NbTrpG4Wt	NbpG4rLocShuf	NbpG4rLocWt	NbpG4rShuf	NbpG4rWt	PercentShuf	PercentWt	Sp	Tot	Type	index	nbTr	nuclA	nuclC	nuclG	nuclN	nuclT	Class	meanShuffle	stdShuffle	ShortName
Coding	0.0279864766144138	0.008023211128737141	43.6183178628204	CDS-Coding	CDS	225583.0	3	1053	288	1329.0	381.0	1329	381	0.5891401391062271	0.16889570579343302	caenorhabditis_elegans	47487221	Segment		33540	14476615.0	10185937	10527190		12297479.0	Coding	0.027954293842909206	0.00128171674525403	Cele
Coding	0.001969634796881412	0.002626179729175216	30.90796881411572	CDS-Coding	CDS	1631.0	3	3	4	3.0	4.0	3	4	0.18393623543838136	0.2452483139178418	campylobacter_jejuni_subsp_jejuni_nctc_11168_atcc_700819	1523125	Segment		1624	551499.0	195403	275364		500859.0	Coding	0.002100733095574149	0.0006781223489196663	Cjej
Coding	0.3245788378813011	0.49038101480768	49.64939162544445	CDS-Coding	CDS	1602.0	3	377	527	462.0	698.0	462	698	28.83895131086142	43.570536828963796	candidatus_korarchaeum_cryptofilum_opf8	1423383	Segment		1602	383890.0	291377	415324		332792.0	Coding	0.3393661867023543	0.012143875443041765	Ckor
Coding	0.35252517653128124	0.20635620089635973	57.85255204582828	CDS-Coding	CDS	2017.0	3	463	313	656.0	384.0	656	384	32.52354982647496	19.038175508180466	cenarchaeum_symbiosum_a	1860860	Segment		2017	437117.0	496576	579979		346958.0	Coding	0.3618912613839607	0.013153231985957359	Csym
Coding	0.02351339248020333	0.010687905672819692	41.75198287369995	CDS-Coding	CDS	895.0	3	20	10	22.0	10.0	22	10	2.458100558659217	1.11731843575419	chlamydia_trachomatis_d_uw_3_cx	935637	Segment		894	265274.0	187793	202854		279716.0	Coding	0.019877259994363523	0.005499139419678085	Ctra
Coding	0.9209974567702494	0.7158762627229163	70.19526200642801	CDS-Coding	CDS	166497.0	3	11289	9866	39126.0	30412.0	39126	30412	23.49952251391917	18.2657945788813	chlamydomonas_reinhardtii	42482202	Segment		19230	6695508.0	14308853	15511640		5965274.0	Coding	0.9213676178664553	0.0033658588710766446	Crei
Coding	0.1413874186073434	0.05124107788454057	57.24216723190004	CDS-Coding	CDS	3853.0	3	502	192	596.0	216.0	596	216	15.468466130288085	5.606021282117831	chloroflexus_aurantiacus_j_10_fl	4215368	Segment		3853	844676.0	1178497	1234471		957724.0	Coding	0.14785080998283232	0.005629439267729042	Caur
Coding	0.06964267652196991	0.04214841676360165	49.752288766031114	CDS-Coding	CDS	419005.0	3	4124	2535	4914.0	2964.0	4914	2974	1.1727783677999069	0.7073901266094677	danio_rerio	70560183	Segment		45468	19339507.0	17286973	17818333		16112430.0	Coding	0.07455694927450691	0.0036012958531104152	Drer
Coding	0.00110097759630263	0.0048825962966464465	27.44451372093329	CDS-Coding	CDS	29793.0	3	21	97	23.0	102.0	23	102	0.07719934212734535	0.3423622998690967	dictyostelium_discoideum	20890525	Segment		13109	8489193.0	2869672	2863631		6667983.0	Coding	0.00261825520116829	0.0010632356376287008	Ddis
Coding	0.06749529449665789	0.03561883671793698	53.98437258727298	CDS-Coding	CDS	161474.0	3	3270	1874	4076.0	2151.0	4076	2151	2.524245389350608	1.3321030011023447	drosophila_melanogaster	60389395	Segment		30569	15451617.0	16447242	16153594		12336942.0	Coding	0.06811316264710901	0.0018248195549410984	Dmel
Coding	0.007644656888687194	0.001042453212093708	38.06243391280991	CDS-Coding	CDS	3265.0	3	22	3	22.0	3.0	22	3	0.6738131699846861	0.09188361408882084	enterococcus_faecalis_v583	2877827	Segment		3265	954844.0	489199	606172		827612.0	Coding	0.007643790557284323	0.0004012497809273589	Efae
Coding	0.08977872976576907	0.01856613958328936	52.130489950250386	CDS-Coding	CDS	4141.0	3	324	70	353.0	73.0	353	73	8.524510987684135	1.7628592127505431	escherichia_coli_str_k_12_substr_mg1655	3931889	Segment		4140	938206.0	970633	1079080		943970.0	Coding	0.0931773154688241	0.0042847798259999055	Ecol
Coding	0.0033498166645339503	0.0	33.04667835529361	CDS-Coding	CDS	1651.0	3	5	0	5.0	0.0	5	0	0.3028467595396729	0.0	francisella_tularensis_subsp_tularensis_schu_s4	1492619	Segment		1605	521939.0	214230	279031		477419.0	Coding	0.0034164428808234745	0.0013193181543709094	Ftul
Coding	0.14155624102942102	0.1301888749118766	50.51490628171177	CDS-Coding	CDS	317248.0	3	4943	4527	7397.0	6803.0	7397	6803	2.331614383699818	2.1443791607827323	gallus_gallus	52254849	Segment		28029	14173988.0	12873692	13522796		11683513.0	Coding	0.1459116563158229	0.003397588441965942	Ggal
Coding	0.13332100715541584	0.11076746430546727	56.09917227628068	CDS-Coding	CDS	240391.0	3	3672	3142	4599.0	3821.0	4599	3821	1.9131331871825483	1.5894937830451223	gasterosteus_aculeatus	34495689	Segment		23117	8289159.0	9718837	9632959		6854636.0	Coding	0.1400788958063351	0.005006718757886685	Gacu
Coding	0.1709012520978853	0.17003226268043842	61.71278972831335	CDS-Coding	CDS	3441.0	3	508	504	590.0	587.0	590	587	17.146178436501017	17.05899447834932	geobacter_sulfurreducens_pca	3452286	Segment		3432	675658.0	1074298	1056204		646126.0	Coding	0.17044974009559472	0.006525139100890816	Gsul
Coding	0.0032020882738886987	0.004482923583444178	38.88513532985672	CDS-Coding	CDS	1709.0	3	5	7	5.0	7.0	5	7	0.29256875365710944	0.4095962551199532	haemophilus_influenzae_rd_kw20	1561481	Segment		1709	487929.0	278296	328888		466344.0	Coding	0.006019575877897719	0.0023622079218408526	Hinf
Coding	0.3838149203594907	0.0904116686690533	66.9797460475322	CDS-Coding	CDS	2707.0	3	593	161	883.0	208.0	883	208	32.61913557443665	7.6837827853712595	halobacterium_salinarum_r1	2300588	Segment		2707	408334.0	773577	767351		351326.0	Coding	0.39020294959826585	0.006807212543715557	Hsal
Coding	0.10832040864715266	0.0769740848191462	51.751754839178716	CDS-Coding	CDS	753197.0	3	9469	7046	12490.0	8695.0	12492	8877	1.6582647036565468	1.1544124578297577	homo_sapiens	115324528	Segment		99337	30267318.0	29711835	29970632		25374743.0	Coding	0.11431605316478817	0.004330742119140272	Hsap
Coding	0.2537483528615692	0.0964540522573216	54.14663390196706	CDS-Coding	CDS	1602.0	3	280	121	342.0	130.0	342	130	21.34831460674157	8.114856429463174	hyperthermus_butylicus_dsm_5456	1347792	Segment		1602	333897.0	331389	398395		284111.0	Coding	0.252827882769828	0.005331835525755351	Hbut
Coding	0.010755109942529751	0.005693881734280457	39.121364456512666	CDS-Coding	CDS	3166.0	3	26	18	34.0	18.0	34	18	1.0739102969046117	0.5685407454200885	legionella_pneumophila_str_paris	3161288	Segment		3166	990955.0	577880	658859		933487.0	Coding	0.009773420940744265	0.0015011738555821444	Lpne
Coding	0.2330392533103529	0.07217522154509425	62.51627688327756	CDS-Coding	CDS	8320.0	3	2300	922	3655.0	1132.0	3655	1132	43.93028846153847	13.605769230769232	leishmania_major	15684053	Segment		8315	3021204.0	4866186	4938900		2857761.0	Coding	0.23479302283279865	0.0027826705619882963	Lmaj
Coding	0.0018003625930262356	0.0006001208643420785	32.140733143655126	CDS-Coding	CDS	1795.0	3	3	1	3.0	1.0	3	1	0.1671309192200557	0.055710306406685235	methanobrevibacter_smithii_atcc_35061	1666331	Segment		1795	607289.0	223521	312050		523471.0	Coding	0.0028203743329859817	0.0010606094794041116	Msmi
Coding	0.029212391519548513	0.028976807716971507	45.275060580374834	CDS-Coding	CDS	4540.0	3	118	120	124.0	123.0	124	123	2.7312775330396475	2.709251101321586	methanosarcina_acetivorans_c2a	4244774	Segment		4540	1264346.0	898540	1023284		1058604.0	Coding	0.031235291147167922	0.002741394882497923	Mace
Coding	0.07074230264893842	0.07689380722710698	48.02296262020497	CDS-Coding	CDS	190677.0	3	1916	2076	2392.0	2600.0	2392	2600	1.254477467130278	1.3635624642720412	monodelphis_domestica	33812866	Segment		21178	9496761.0	8090711	8147229		8074171.0	Coding	0.07401795628928681	0.002474239837579427	Mdom
Coding	0.08813575994897456	0.0515349210953476	51.662832508486716	CDS-Coding	CDS	522823.0	3	5933	3701	7497.0	4372.0	7501	4386	1.4339460964800703	0.8362294696293009	mus_musculus	85107339	Segment		66125	22172646.0	22023024	21945838		18965831.0	Coding	0.09287061460141774	0.003763416162721688	Mmus
Coding	0.4300432985043967	0.13811245644720913	66.02578165667138	CDS-Coding	CDS	4018.0	3	1087	275	1725.0	554.0	1725	554	42.9318068690891	13.787954206072671	mycobacterium_tuberculosis_h37rv	4011224	Segment		4018	670566.0	1298019	1350423		692216.0	Coding	0.43052379560771115	0.0021651245962501973	Mtub
Coding	0.005568765905787618	0.03758916986406643	40.860541395421365	CDS-Coding	CDS	688.0	3	4	23	4.0	27.0	4	27	0.5813953488372093	3.924418604651162	mycoplasma_pneumoniae_m129	718292	Segment		688	226048.0	143918	149580		198746.0	Coding	0.008352615977246175	0.0029355594727028186	Mpne
Coding	0.5525012381475943	0.19188737615073925	69.24105362610139	CDS-Coding	CDS	7332.0	3	2679	1194	4604.0	1599.0	4604	1599	62.79323513366066	21.80851063829788	myxococcus_xanthus_dk_1622	8333013	Segment		7331	1275927.0	2823698	2946168		1287220.0	Coding	0.5591489251499278	0.007191162939912014	Mxan
Coding	0.004403472578475386	0.006605208867713079	31.27654468313712	CDS-Coding	CDS	536.0	3	2	3	2.0	3.0	2	3	0.3731343283582089	0.5597014925373134	nanoarchaeum_equitans_kin4_m	454187	Segment		536	180312.0	58838	83216		131821.0	Coding	0.004182780862054314	0.0026359129441027715	Nequ
Coding	0.09789279922711304	0.023307809339788817	53.57667074747562	CDS-Coding	CDS	1916.0	3	136	36	168.0	40.0	168	40	8.768267223382047	2.0876826722338206	neisseria_meningitidis_z2491	1716163	Segment		1909	427401.0	467355	452108		369299.0	Coding	0.09578417939125307	0.0019137756041719446	Nmen
Coding	0.08365609655076421	0.2724459541568151	56.01131054157592	CDS-Coding	CDS	28633.0	3	1160	3079	1410.0	4592.0	1410	4592	4.924387943980721	16.037439318269133	neurospora_crassa	16854719	Segment		10785	3992625.0	4906275	4534274		3421545.0	Coding	0.08671523577997209	0.0027959198261581493	Ncra
Coding	0.08545313437632923	0.07163608528562923	50.129104381003636	CDS-Coding	CDS	32200.0	3	329	283	402.0	337.0	402	337	1.248447204968944	1.0465838509316772	ornithorhynchus_anatinus	4704333	Segment		2972	1283821.0	1172962	1185278		1061191.0	Coding	0.09555591902863213	0.007334069478696637	Oana
Coding	0.23834395416505225	0.25386101376907605	55.27390560121243	CDS-Coding	CDS	165057.0	3	7527	8621	9938.0	10585.0	9938	10585	6.020950338367957	6.412936137213205	oryza_sativa	41696044	Segment		42246	9575014.0	11247993	11799039		9071760.0	Coding	0.24145896048689738	0.002388895368867714	Osat
Coding	0.1099953195131342	0.08028462008685436	51.51761266694898	CDS-Coding	CDS	490728.0	3	6192	4873	8367.0	6107.0	8367	6107	1.7050178510294909	1.2444775924748537	pan_troglodytes	76066873	Segment		47402	20076970.0	19482180	19705657		16796263.0	Coding	0.11563254986221685	0.004170624862378168	Ptro
Coding	0.15207725444291492	0.11694135767010692	48.74334091596743	CDS-Coding	CDS	526623.0	3	10954	9286	18190.0	13538.0	18196	13992	3.454083851256022	2.570719471044751	physcomitrella_patens	119649714	Segment		86669	31646455.0	26716272	31604996		29679686.0	Coding	0.15785811595511823	0.004179377529287525	Ppat
Coding	0.0970887427776862	0.06963651136394207	51.90388850474152	CDS-Coding	CDS	200568.0	3	2337	1786	2992.0	2146.0	2992	2146	1.4917633919668143	1.069961309879941	pongo_abelii	30817167	Segment		20074	8026149.0	7976207	8019101		6788397.0	Coding	0.12026968045868028	0.014136018917207404	Pabe
Coding	0.3084102874679057	0.3180799169429721	52.051361000348614	CDS-Coding	CDS	2605.0	3	477	500	606.0	625.0	606	625	23.262955854126677	23.99232245681382	pyrobaculum_aerophilum_str_im2	1964915	Segment		2605	497442.0	446854	575911		444708.0	Coding	0.29951410900297637	0.008329880780461136	Paer
Coding	0.0956803548273674	0.0903973904503962	42.40441796700965	CDS-Coding	CDS	2061.0	3	150	144	163.0	154.0	163	154	7.9087821445900035	7.47210092188258	pyrococcus_horikoshii_ot3	1703589	Segment		2061	535075.0	303119	419278		446117.0	Coding	0.0847506838455572	0.00761115211721545	Phor
Coding	0.007234121906207198	0.002296546636891174	39.76720825360489	CDS-Coding	CDS	6854.0	3	61	19	63.0	20.0	63	20	0.9191712868398016	0.29180040852057193	saccharomyces_cerevisiae	8708728	Segment		6572	2825110.0	1671838	1791380		2420400.0	Coding	0.007623965937627689	0.0003309009154051312	Scer
Coding	0.003919671374751941	0.0013998826338399786	39.660578857068614	CDS-Coding	CDS	10190.0	3	26	10	28.0	10.0	28	10	0.2747791952894995	0.09813542688910697	schizosaccharomyces_pombe	7143456	Segment		5126	2137032.0	1397904	1435232		2173288.0	Coding	0.005011021546877913	0.0009170431219638769	Spom
Coding	0.03383934791911603	0.031689488356597934	41.62622859936956	CDS-Coding	CDS	165123.0	3	1040	982	1212.0	1135.0	1212	1135	0.7339982921821915	0.6873663874808476	solanum_lycopersicum	35816293	Segment		33697	10664140.0	6774021	8134951		10242158.0	Coding	0.04071554213460234	0.004020166873859536	Slyc
Coding	0.0021177592751502974	0.0	33.620317951906536	CDS-Coding	CDS	2624.0	3	5	0	5.0	0.0	5	0	0.19054878048780488	0.0	staphylococcus_aureus_subsp_aureus_n315	2360986	Segment		2624	849107.0	346764	447007		718108.0	Coding	0.00266814158020658	0.000530417037307721	Saur
Coding	0.015551503524914898	0.0016662325205265961	40.65618458301698	CDS-Coding	CDS	2126.0	3	28	3	28.0	3.0	28	3	1.317027281279398	0.14111006585136407	streptococcus_pneumoniae_tigr4	1800469	Segment		2125	544975.0	337938	394064		523492.0	Coding	0.012272745406767418	0.0025283993878917163	Spne
Coding	0.03489552952578165	0.04520557234021714	36.57134767724649	CDS-Coding	CDS	2994.0	3	83	109	88.0	114.0	88	114	2.9392117568470275	3.807615230460922	sulfolobus_solfataricus_p2	2521813	Segment		2994	865315.0	374896	547365		734237.0	Coding	0.03473277683515723	0.0033343087815165796	Ssol
Coding	0.07217377087331736	0.016938742143737747	47.371033572586924	CDS-Coding	CDS	1478.0	3	91	22	98.0	23.0	98	23	6.630581867388363	1.5561569688768606	thermoplasma_acidophilum_dsm_1728	1357834	Segment		1478	390601.0	294517	348703		324013.0	Coding	0.07783671959559088	0.003925915080847786	Taci
Coding	0.4139377023757924	0.7858817248004175	69.83518980393451	CDS-Coding	CDS	2238.0	3	612	999	828.0	1572.0	828	1572	36.997319034852545	70.24128686327077	thermus_thermophilus_hb8	2000301	Segment		2238	292930.0	706303	690611		310453.0	Coding	0.4131915468092572	0.00042744970776815473	Tthe
Coding	0.015405619795698228	0.0069761297188067435	47.43872850734368	CDS-Coding	CDS	3762.0	3	52	24	53.0	24.0	53	24	1.4088250930356194	0.6379585326953748	vibrio_cholerae_o1_biovar_el_tor_str_n16961	3440303	Segment		3544	901621.0	806707	825329		906644.0	Coding	0.021652706245466936	0.003293961830049493	Vcho
Coding	0.07272855014569231	0.09225594588048264	44.78489084507293	CDS-Coding	CDS	129778.0	3	1798	2356	2149.0	2726.0	2149	2726	1.655904698793324	2.100510101866264	vitis_vinifera	29548231	Segment		26556	8182996.0	6117707	7115436		7933206.0	Coding	0.07557002342007202	0.002059625839421976	Vvin
Coding	0.010868008042325952	0.004940003655602705	35.55142790805665	CDS-Coding	CDS	1195.0	3	11	5	11.0	5.0	11	5	0.9205020920502092	0.41841004184100417	wolbachia_endosymbiont_of_drosophila_melanogaster	1012145	Segment		1195	356661.0	152083	207749		295652.0	Coding	0.00948352538874056	0.000952442155036415	Wend
Coding	0.06299741168421256	0.04879717544391875	49.02778728046112	CDS-Coding	CDS	4016.0	3	233	170	244.0	189.0	244	189	6.0756972111553775	4.706175298804782	yersinia_pestis_biovar_microtus_str_91001	3873175	Segment		4016	979563.0	891621	1007311		994680.0	Coding	0.06479818919749196	0.0012577894998887255	Ypes
nonsense_mediated_decay	0.10152490405896566	0.07106743284127598	49.578333231808436	CDS-nonsense_mediated_decay-Coding	CDS	2780.0	3	27	17	29.0	18.0	30	21	1.0431654676258997	0.6474820143884892	danio_rerio	295494	Segment	6.0	668	80994.0	70319	76182	0.0	67999.0	Coding	0.14540730425324988	0.032668460802565455	Drer
nonsense_mediated_decay	0.13206343657465314	0.08496728456089818	52.01950848853517	CDS-nonsense_mediated_decay-Coding	CDS	69333.0	3	971	619	1042.0	644.0	1088	700	1.5028918408261578	0.928850619474132	homo_sapiens	8238465	Segment	10.0	15714	2107675.0	2121230	2164379	0.0	1845181.0	Coding	0.15512075832099925	0.016612301656487815	Hsap
nonsense_mediated_decay	0.115951669513331	0.05289023521660713	52.276861056080676	CDS-nonsense_mediated_decay-Coding	CDS	33273.0	3	414	186	442.0	197.0	456	208	1.328404411985694	0.5920716496859315	mus_musculus	3932673	Segment	11.0	7196	997480.0	1018360	1037518	0.0	879315.0	Coding	0.14232017171044475	0.018525563622867346	Mmus
protein_coding	0.1074915933012761	0.033293856332253666	42.73685011581506	CDS-protein_coding-Coding	CDS	1353.0	3	92	34	92.0	34.0	113	35	6.79970436067997	2.5129342202512936	anaplasma_phagocytophilum_str_hz	1051245	Segment	1.0	1352	298396.0	181617	267652	0.0	303580.0	Coding	0.11518292603689444	0.010465090226011123	Apha
protein_coding	0.05135420663909457	0.0399211052840194	45.81583547703984	CDS-protein_coding-Coding	CDS	99019.0	3	643	551	733.0	593.0	813	632	0.7402619699249642	0.5988749633908644	anolis_carolinensis	15831225	Segment	1.0	9367	4680052.0	3524815	3728393	313.0	3897652.0	Coding	0.0564450832933329	0.0037004459521173387	Acar
protein_coding	0.06467421425497766	0.06569270581804817	39.732645964694	CDS-protein_coding-Coding	CDS	75318.0	3	730	747	865.0	890.0	1143	1161	1.1484638466236492	1.181656443346876	apis_mellifera	17673195	Segment	1.0	13285	5922301.0	3256750	3765278	12165.0	4716701.0	Coding	0.06960344241007796	0.003534751438601483	Amel
protein_coding	0.05044273726832128	0.05316937171525757	43.68763675775898	CDS-protein_coding-Coding	CDS	1553.0	3	71	75	71.0	75.0	74	78	4.571796522858984	4.829362524146811	aquifex_aeolicus_vf5	1467010	Segment	1.0	1553	477576.0	283899	357003	0.0	348532.0	Coding	0.04736993921450549	0.005702265303463527	Aaeo
protein_coding	0.04961424801394455	0.02526606787857157	43.85888574192955	CDS-protein_coding-Coding	CDS	285738.0	3	2563	1346	2682.0	1409.0	3081	1569	0.9386220943661676	0.4931090719470284	arabidopsis_thaliana	62099097	Segment	1.0	48113	17949965.0	12550226	14685746	0.0	16913160.0	Coding	0.050812144574875776	0.0017837551533869264	Atha
protein_coding	0.2970509885504465	0.2114600257477755	49.475553962332924	CDS-protein_coding-Coding	CDS	2407.0	3	493	364	493.0	364.0	590	420	20.48192771084337	15.122559202326546	archaeoglobus_fulgidus_dsm_4304	1986191	Segment	1.0	2407	542293.0	412938	569741	0.0	461219.0	Coding	0.2871468989492453	0.008459574476020502	Aful
protein_coding	0.06027884850702703	0.10116591914101918	53.39562191502287	CDS-protein_coding-Coding	CDS	34980.0	3	821	1306	857.0	1375.0	917	1539	2.449971412235563	3.930817610062893	aspergillus_nidulans	15212633	Segment	1.0	10534	3686957.0	4146051	3976829	0.0	3402796.0	Coding	0.06421568760123184	0.0032293938742649388	Anid
protein_coding	0.033954151030780116	0.004074498123693614	44.35865362284	CDS-protein_coding-Coding	CDS	4188.0	3	122	15	122.0	15.0	125	15	2.9130850047755485	0.35816618911174786	bacillus_subtilis_subsp_subtilis_str_168	3681435	Segment	1.0	4185	1101850.0	745631	887404	0.0	946550.0	Coding	0.03248347347157702	0.0019353728791645993	Bsub
protein_coding	0.001746372565884088	0.006985490263536352	28.9937139319491	CDS-protein_coding-Coding	CDS	1340.0	3	2	8	2.0	8.0	2	8	0.1492537313432836	0.5970149253731344	borrelia_burgdorferi_b31	1145231	Segment	1.0	1339	441754.0	140520	191525	0.0	371432.0	Coding	0.0021827616084167728	0.0014984000525760017	Bbur
protein_coding	0.12240936168774726	0.01914993081618132	58.40755183154068	CDS-protein_coding-Coding	CDS	3085.0	3	291	45	291.0	45.0	326	51	9.432739059967583	1.4586709886547813	brucella_abortus_bv_1_str_9_941	2663195	Segment	1.0	3085	539733.0	768835	786672	0.0	567955.0	Coding	0.12652557563590305	0.006288645761778225	Babo
protein_coding	0.0279864766144138	0.008023211128737141	43.6183178628204	CDS-protein_coding-Coding	CDS	225583.0	3	1053	288	1238.0	366.0	1329	381	0.5488002198747246	0.16224626855747107	caenorhabditis_elegans	47487221	Segment	1.0	33540	14476615.0	10185937	10527190	0.0	12297479.0	Coding	0.027954293842909206	0.00128171674525403	Cele
protein_coding	0.001969634796881412	0.002626179729175216	30.90796881411572	CDS-protein_coding-Coding	CDS	1631.0	3	3	4	3.0	4.0	3	4	0.18393623543838136	0.2452483139178418	campylobacter_jejuni_subsp_jejuni_nctc_11168_atcc_700819	1523125	Segment	1.0	1624	551499.0	195403	275364	0.0	500859.0	Coding	0.002100733095574149	0.0006781223489196663	Cjej
protein_coding	0.3245788378813011	0.49038101480768004	49.64939162544445	CDS-protein_coding-Coding	CDS	1602.0	3	377	527	377.0	527.0	462	698	23.533083645443195	32.89637952559301	candidatus_korarchaeum_cryptofilum_opf8	1423383	Segment	1.0	1602	383890.0	291377	415324	0.0	332792.0	Coding	0.33936618670235424	0.012143875443041763	Ckor
protein_coding	0.35252517653128124	0.20635620089635973	57.85255204582828	CDS-protein_coding-Coding	CDS	2017.0	3	463	313	463.0	313.0	656	384	22.95488349033217	15.51809618244918	cenarchaeum_symbiosum_a	1860860	Segment	1.0	2017	437117.0	496576	579979	230.0	346958.0	Coding	0.3618912613839607	0.013153231985957359	Csym
protein_coding	0.023513392480203333	0.010687905672819692	41.75198287369995	CDS-protein_coding-Coding	CDS	895.0	3	20	10	20.0	10.0	22	10	2.23463687150838	1.11731843575419	chlamydia_trachomatis_d_uw_3_cx	935637	Segment	1.0	894	265274.0	187793	202854	0.0	279716.0	Coding	0.019877259994363523	0.005499139419678086	Ctra
protein_coding	0.9209974567702494	0.7158762627229163	70.19526200642801	CDS-protein_coding-Coding	CDS	166497.0	3	11289	9866	24917.0	20614.0	39126	30412	14.965434812639264	12.381003861931445	chlamydomonas_reinhardtii	42482202	Segment	1.0	19230	6695508.0	14308853	15511640	927.0	5965274.0	Coding	0.9213676178664553	0.0033658588710766446	Crei
protein_coding	0.1413874186073434	0.05124107788454057	57.24216723190004	CDS-protein_coding-Coding	CDS	3853.0	3	502	192	502.0	192.0	596	216	13.02880872047755	4.9831300285491835	chloroflexus_aurantiacus_j_10_fl	4215368	Segment	1.0	3853	844676.0	1178497	1234471	0.0	957724.0	Coding	0.14785080998283232	0.005629439267729042	Caur
protein_coding	0.06950859769691715	0.04202679954934405	49.75302032575708	CDS-protein_coding-Coding	CDS	416225.0	3	4097	2518	4686.0	2812.0	4884	2953	1.1258333833863896	0.6755961318998138	danio_rerio	70264689	Segment	7.0	44800	19258513.0	17216654	17742151	2940.0	16044431.0	Coding	0.07427562999959453	0.003504075639963628	Drer
protein_coding	0.00110097759630263	0.0048825962966464465	27.44451372093329	CDS-protein_coding-Coding	CDS	29793.0	3	21	97	21.0	98.0	23	102	0.07048635585540228	0.3289363273252106	dictyostelium_discoideum	20890525	Segment	1.0	13109	8489193.0	2869672	2863631	46.0	6667983.0	Coding	0.00261825520116829	0.0010632356376287008	Ddis
protein_coding	0.06749529449665789	0.03561883671793698	53.98437258727298	CDS-protein_coding-Coding	CDS	161474.0	3	3270	1874	3781.0	2052.0	4076	2151	2.341553438943731	1.270792821135291	drosophila_melanogaster	60389395	Segment	1.0	30569	15451617.0	16447242	16153594	0.0	12336942.0	Coding	0.06811316264710901	0.0018248195549410984	Dmel
protein_coding	0.007644656888687194	0.001042453212093708	38.06243391280991	CDS-protein_coding-Coding	CDS	3265.0	3	22	3	22.0	3.0	22	3	0.6738131699846861	0.09188361408882084	enterococcus_faecalis_v583	2877827	Segment	1.0	3265	954844.0	489199	606172	0.0	827612.0	Coding	0.007643790557284323	0.0004012497809273589	Efae
